760,701,15,2017-01-01,2017-12-31
701,760,15,2017-01-01,2017-12-31
3503,3590,14,2017-01-01,2017-12-31
3590,3503,14,2017-01-01,2017-12-31
2759,2717,14,2017-01-01,2017-12-31
2717,2759,14,2017-01-01,2017-12-31
2939,5490,13,2017-01-01,2017-12-31
5490,2939,13,2017-01-01,2017-12-31
2939,4395,12,2017-01-01,2017-12-31
4441,2550,12,2017-01-01,2017-12-31
9252,7877,12,2017-01-01,2017-12-31
763,760,12,2017-01-01,2017-12-31
4827,1673,12,2017-01-01,2017-12-31
3093,1208,12,2017-01-01,2017-12-31
4316,2759,12,2017-01-01,2017-12-31
7877,9252,12,2017-01-01,2017-12-31
760,763,12,2017-01-01,2017-12-31
701,763,12,2017-01-01,2017-12-31
6813,3590,12,2017-01-01,2017-12-31
1337,1484,12,2017-01-01,2017-12-31
366,374,12,2017-01-01,2017-12-31
2759,4316,12,2017-01-01,2017-12-31
4373,4316,12,2017-01-01,2017-12-31
1208,3093,12,2017-01-01,2017-12-31
2550,4441,12,2017-01-01,2017-12-31
2511,407,12,2017-01-01,2017-12-31
4316,4373,12,2017-01-01,2017-12-31
4395,4399,12,2017-01-01,2017-12-31
3278,5423,12,2017-01-01,2017-12-31
4059,4016,12,2017-01-01,2017-12-31
1337,2867,12,2017-01-01,2017-12-31
2867,1337,12,2017-01-01,2017-12-31
3021,9522,12,2017-01-01,2017-12-31
5423,3278,12,2017-01-01,2017-12-31
5491,5481,12,2017-01-01,2017-12-31
763,701,12,2017-01-01,2017-12-31
2926,3590,12,2017-01-01,2017-12-31
9522,3021,12,2017-01-01,2017-12-31
975,1371,12,2017-01-01,2017-12-31
392,382,12,2017-01-01,2017-12-31
382,392,12,2017-01-01,2017-12-31
374,366,12,2017-01-01,2017-12-31
1484,1337,12,2017-01-01,2017-12-31
5481,5491,12,2017-01-01,2017-12-31
1673,4827,12,2017-01-01,2017-12-31
3590,6813,12,2017-01-01,2017-12-31
407,2511,12,2017-01-01,2017-12-31
4016,4059,12,2017-01-01,2017-12-31
4395,2939,12,2017-01-01,2017-12-31
3590,2926,12,2017-01-01,2017-12-31
4399,4395,12,2017-01-01,2017-12-31
1371,975,12,2017-01-01,2017-12-31
733,752,11,2017-01-01,2017-12-31
716,724,11,2017-01-01,2017-12-31
975,928,11,2017-01-01,2017-12-31
4339,4009,11,2017-01-01,2017-12-31
4373,2759,11,2017-01-01,2017-12-31
7560,4451,11,2017-01-01,2017-12-31
4034,4046,11,2017-01-01,2017-12-31
6052,6100,11,2017-01-01,2017-12-31
1343,288,11,2017-01-01,2017-12-31
3090,3021,11,2017-01-01,2017-12-31
4552,1046,11,2017-01-01,2017-12-31
3589,9258,11,2017-01-01,2017-12-31
7902,9369,11,2017-01-01,2017-12-31
4451,382,11,2017-01-01,2017-12-31
1001,1023,11,2017-01-01,2017-12-31
7560,382,11,2017-01-01,2017-12-31
4316,5491,11,2017-01-01,2017-12-31
1208,5789,11,2017-01-01,2017-12-31
1023,772,11,2017-01-01,2017-12-31
3021,3090,11,2017-01-01,2017-12-31
366,752,11,2017-01-01,2017-12-31
3477,1053,11,2017-01-01,2017-12-31
6205,4200,11,2017-01-01,2017-12-31
4044,4011,11,2017-01-01,2017-12-31
855,10899,11,2017-01-01,2017-12-31
4053,4025,11,2017-01-01,2017-12-31
7747,9522,11,2017-01-01,2017-12-31
2969,2939,11,2017-01-01,2017-12-31
1678,2097,11,2017-01-01,2017-12-31
1865,1884,11,2017-01-01,2017-12-31
4316,5481,11,2017-01-01,2017-12-31
4009,4339,11,2017-01-01,2017-12-31
392,1849,11,2017-01-01,2017-12-31
10576,10541,11,2017-01-01,2017-12-31
866,816,11,2017-01-01,2017-12-31
816,866,11,2017-01-01,2017-12-31
624,226,11,2017-01-01,2017-12-31
1053,3477,11,2017-01-01,2017-12-31
2759,4373,11,2017-01-01,2017-12-31
1966,6777,11,2017-01-01,2017-12-31
4674,4607,11,2017-01-01,2017-12-31
2783,1818,11,2017-01-01,2017-12-31
9828,9752,11,2017-01-01,2017-12-31
9069,7810,11,2017-01-01,2017-12-31
5481,4316,11,2017-01-01,2017-12-31
2939,2959,11,2017-01-01,2017-12-31
226,624,11,2017-01-01,2017-12-31
10899,855,11,2017-01-01,2017-12-31
2906,901,11,2017-01-01,2017-12-31
5789,1208,11,2017-01-01,2017-12-31
752,366,11,2017-01-01,2017-12-31
2969,2959,11,2017-01-01,2017-12-31
772,1023,11,2017-01-01,2017-12-31
6418,6447,11,2017-01-01,2017-12-31
2097,1678,11,2017-01-01,2017-12-31
6507,1733,11,2017-01-01,2017-12-31
382,4451,11,2017-01-01,2017-12-31
901,2906,11,2017-01-01,2017-12-31
1337,1464,11,2017-01-01,2017-12-31
1337,1371,11,2017-01-01,2017-12-31
746,772,11,2017-01-01,2017-12-31
1818,2783,11,2017-01-01,2017-12-31
9369,7902,11,2017-01-01,2017-12-31
10541,10576,11,2017-01-01,2017-12-31
771,755,11,2017-01-01,2017-12-31
1029,360,11,2017-01-01,2017-12-31
4316,2717,11,2017-01-01,2017-12-31
2939,2969,11,2017-01-01,2017-12-31
5491,4316,11,2017-01-01,2017-12-31
9752,9828,11,2017-01-01,2017-12-31
360,1029,11,2017-01-01,2017-12-31
1849,392,11,2017-01-01,2017-12-31
7872,7866,11,2017-01-01,2017-12-31
4451,7560,11,2017-01-01,2017-12-31
288,1343,11,2017-01-01,2017-12-31
752,733,11,2017-01-01,2017-12-31
382,7560,11,2017-01-01,2017-12-31
1046,4552,11,2017-01-01,2017-12-31
6113,8679,11,2017-01-01,2017-12-31
1666,1696,11,2017-01-01,2017-12-31
1884,1865,11,2017-01-01,2017-12-31
755,771,11,2017-01-01,2017-12-31
4200,6205,11,2017-01-01,2017-12-31
2068,7810,11,2017-01-01,2017-12-31
928,975,11,2017-01-01,2017-12-31
1733,6507,11,2017-01-01,2017-12-31
5544,5546,11,2017-01-01,2017-12-31
2959,2969,11,2017-01-01,2017-12-31
5443,5481,11,2017-01-01,2017-12-31
2717,4316,11,2017-01-01,2017-12-31
7866,7872,11,2017-01-01,2017-12-31
772,746,11,2017-01-01,2017-12-31
1696,1666,11,2017-01-01,2017-12-31
8679,6113,11,2017-01-01,2017-12-31
1464,1337,11,2017-01-01,2017-12-31
4025,4053,11,2017-01-01,2017-12-31
4541,7162,11,2017-01-01,2017-12-31
6100,6052,11,2017-01-01,2017-12-31
9258,3589,11,2017-01-01,2017-12-31
7810,2068,11,2017-01-01,2017-12-31
6447,6418,11,2017-01-01,2017-12-31
7685,3735,11,2017-01-01,2017-12-31
7810,9069,11,2017-01-01,2017-12-31
4011,4044,11,2017-01-01,2017-12-31
6777,1966,11,2017-01-01,2017-12-31
724,716,11,2017-01-01,2017-12-31
4046,4034,11,2017-01-01,2017-12-31
5491,5443,11,2017-01-01,2017-12-31
4607,4674,11,2017-01-01,2017-12-31
7162,4541,11,2017-01-01,2017-12-31
1023,1001,11,2017-01-01,2017-12-31
5443,5491,11,2017-01-01,2017-12-31
9522,7747,11,2017-01-01,2017-12-31
2959,2939,11,2017-01-01,2017-12-31
1371,1337,11,2017-01-01,2017-12-31
5546,5544,11,2017-01-01,2017-12-31
5481,5443,11,2017-01-01,2017-12-31
3735,7685,11,2017-01-01,2017-12-31
5478,5464,10,2017-01-01,2017-12-31
6813,2926,10,2017-01-01,2017-12-31
739,752,10,2017-01-01,2017-12-31
1484,2867,10,2017-01-01,2017-12-31
2759,5491,10,2017-01-01,2017-12-31
3418,6813,10,2017-01-01,2017-12-31
1378,2489,10,2017-01-01,2017-12-31
2511,2867,10,2017-01-01,2017-12-31
701,751,10,2017-01-01,2017-12-31
2988,2905,10,2017-01-01,2017-12-31
928,1337,10,2017-01-01,2017-12-31
8584,8562,10,2017-01-01,2017-12-31
3503,6813,10,2017-01-01,2017-12-31
763,751,10,2017-01-01,2017-12-31
606,3169,10,2017-01-01,2017-12-31
5481,5440,10,2017-01-01,2017-12-31
4395,4388,10,2017-01-01,2017-12-31
5566,5505,10,2017-01-01,2017-12-31
5911,5989,10,2017-01-01,2017-12-31
10016,10083,10,2017-01-01,2017-12-31
4483,3180,10,2017-01-01,2017-12-31
2231,5522,10,2017-01-01,2017-12-31
3278,8158,10,2017-01-01,2017-12-31
3865,3847,10,2017-01-01,2017-12-31
5522,2231,10,2017-01-01,2017-12-31
3576,3544,10,2017-01-01,2017-12-31
2759,5443,10,2017-01-01,2017-12-31
8562,8584,10,2017-01-01,2017-12-31
6805,3356,10,2017-01-01,2017-12-31
1095,760,10,2017-01-01,2017-12-31
928,2511,10,2017-01-01,2017-12-31
11871,10767,10,2017-01-01,2017-12-31
5464,5478,10,2017-01-01,2017-12-31
1371,928,10,2017-01-01,2017-12-31
4012,4009,10,2017-01-01,2017-12-31
2867,2511,10,2017-01-01,2017-12-31
1484,2511,10,2017-01-01,2017-12-31
5491,2759,10,2017-01-01,2017-12-31
2857,2926,10,2017-01-01,2017-12-31
11296,75,10,2017-01-01,2017-12-31
2905,2988,10,2017-01-01,2017-12-31
8158,3278,10,2017-01-01,2017-12-31
752,374,10,2017-01-01,2017-12-31
10767,10716,10,2017-01-01,2017-12-31
4080,4012,10,2017-01-01,2017-12-31
975,1337,10,2017-01-01,2017-12-31
368,362,10,2017-01-01,2017-12-31
4083,4009,10,2017-01-01,2017-12-31
8363,10368,10,2017-01-01,2017-12-31
751,760,10,2017-01-01,2017-12-31
2489,1378,10,2017-01-01,2017-12-31
1337,928,10,2017-01-01,2017-12-31
7039,3278,10,2017-01-01,2017-12-31
3356,6805,10,2017-01-01,2017-12-31
4083,4012,10,2017-01-01,2017-12-31
6522,6548,10,2017-01-01,2017-12-31
3223,8257,10,2017-01-01,2017-12-31
4294,4260,10,2017-01-01,2017-12-31
1337,975,10,2017-01-01,2017-12-31
6548,6522,10,2017-01-01,2017-12-31
8596,8679,10,2017-01-01,2017-12-31
733,739,10,2017-01-01,2017-12-31
3278,7039,10,2017-01-01,2017-12-31
4249,6447,10,2017-01-01,2017-12-31
4009,4083,10,2017-01-01,2017-12-31
1677,7605,10,2017-01-01,2017-12-31
752,739,10,2017-01-01,2017-12-31
2939,4399,10,2017-01-01,2017-12-31
5946,5792,10,2017-01-01,2017-12-31
374,752,10,2017-01-01,2017-12-31
5440,5491,10,2017-01-01,2017-12-31
4339,5414,10,2017-01-01,2017-12-31
5744,5798,10,2017-01-01,2017-12-31
8596,2201,10,2017-01-01,2017-12-31
274,275,10,2017-01-01,2017-12-31
392,9066,10,2017-01-01,2017-12-31
5505,5566,10,2017-01-01,2017-12-31
10478,859,10,2017-01-01,2017-12-31
7866,7662,10,2017-01-01,2017-12-31
751,763,10,2017-01-01,2017-12-31
1696,1464,10,2017-01-01,2017-12-31
1666,1464,10,2017-01-01,2017-12-31
11046,11074,10,2017-01-01,2017-12-31
275,274,10,2017-01-01,2017-12-31
5443,4316,10,2017-01-01,2017-12-31
6084,8961,10,2017-01-01,2017-12-31
975,5423,10,2017-01-01,2017-12-31
2759,5481,10,2017-01-01,2017-12-31
75,11296,10,2017-01-01,2017-12-31
10767,11871,10,2017-01-01,2017-12-31
362,368,10,2017-01-01,2017-12-31
1337,1955,10,2017-01-01,2017-12-31
4056,8363,10,2017-01-01,2017-12-31
670,624,10,2017-01-01,2017-12-31
9069,9098,10,2017-01-01,2017-12-31
2776,2857,10,2017-01-01,2017-12-31
5500,5440,10,2017-01-01,2017-12-31
4249,3418,10,2017-01-01,2017-12-31
3466,9742,10,2017-01-01,2017-12-31
4388,4399,10,2017-01-01,2017-12-31
4399,2939,10,2017-01-01,2017-12-31
5491,5440,10,2017-01-01,2017-12-31
5500,5491,10,2017-01-01,2017-12-31
4969,2294,10,2017-01-01,2017-12-31
739,733,10,2017-01-01,2017-12-31
2511,928,10,2017-01-01,2017-12-31
5481,5494,10,2017-01-01,2017-12-31
477,3120,10,2017-01-01,2017-12-31
624,670,10,2017-01-01,2017-12-31
2511,1484,10,2017-01-01,2017-12-31
3418,3590,10,2017-01-01,2017-12-31
1677,4249,10,2017-01-01,2017-12-31
2697,2681,10,2017-01-01,2017-12-31
7662,7866,10,2017-01-01,2017-12-31
1772,7327,10,2017-01-01,2017-12-31
4682,4700,10,2017-01-01,2017-12-31
2294,4969,10,2017-01-01,2017-12-31
5966,5977,10,2017-01-01,2017-12-31
3418,4249,10,2017-01-01,2017-12-31
1378,1041,10,2017-01-01,2017-12-31
9066,392,10,2017-01-01,2017-12-31
2939,1337,10,2017-01-01,2017-12-31
5443,2759,10,2017-01-01,2017-12-31
5423,8158,10,2017-01-01,2017-12-31
1677,1635,10,2017-01-01,2017-12-31
5101,5111,10,2017-01-01,2017-12-31
4388,4395,10,2017-01-01,2017-12-31
5111,5101,10,2017-01-01,2017-12-31
5500,5481,10,2017-01-01,2017-12-31
10719,10702,10,2017-01-01,2017-12-31
11074,11046,10,2017-01-01,2017-12-31
3590,4249,10,2017-01-01,2017-12-31
5792,5946,10,2017-01-01,2017-12-31
1849,9066,10,2017-01-01,2017-12-31
4012,4080,10,2017-01-01,2017-12-31
374,739,10,2017-01-01,2017-12-31
4774,6560,10,2017-01-01,2017-12-31
8961,6084,10,2017-01-01,2017-12-31
5423,975,10,2017-01-01,2017-12-31
6813,1677,10,2017-01-01,2017-12-31
5375,3896,10,2017-01-01,2017-12-31
4260,4294,10,2017-01-01,2017-12-31
5789,6813,10,2017-01-01,2017-12-31
1849,1822,10,2017-01-01,2017-12-31
1865,2773,10,2017-01-01,2017-12-31
5494,5491,10,2017-01-01,2017-12-31
5482,8190,10,2017-01-01,2017-12-31
4441,1447,10,2017-01-01,2017-12-31
8679,8596,10,2017-01-01,2017-12-31
5414,4339,10,2017-01-01,2017-12-31
13221,12323,10,2017-01-01,2017-12-31
4656,4609,10,2017-01-01,2017-12-31
5481,2759,10,2017-01-01,2017-12-31
2489,2476,10,2017-01-01,2017-12-31
4700,4682,10,2017-01-01,2017-12-31
5494,5440,10,2017-01-01,2017-12-31
5494,5443,10,2017-01-01,2017-12-31
4249,3590,10,2017-01-01,2017-12-31
5443,5500,10,2017-01-01,2017-12-31
4850,2960,10,2017-01-01,2017-12-31
760,716,10,2017-01-01,2017-12-31
5977,5966,10,2017-01-01,2017-12-31
1095,701,10,2017-01-01,2017-12-31
5443,5440,10,2017-01-01,2017-12-31
859,10478,10,2017-01-01,2017-12-31
4607,1884,10,2017-01-01,2017-12-31
701,1095,10,2017-01-01,2017-12-31
2201,8679,10,2017-01-01,2017-12-31
928,1371,10,2017-01-01,2017-12-31
8190,5482,10,2017-01-01,2017-12-31
1041,2489,10,2017-01-01,2017-12-31
3503,2926,10,2017-01-01,2017-12-31
8262,8260,10,2017-01-01,2017-12-31
8260,8262,10,2017-01-01,2017-12-31
2550,1447,10,2017-01-01,2017-12-31
4316,5443,10,2017-01-01,2017-12-31
9282,9258,10,2017-01-01,2017-12-31
5500,5494,10,2017-01-01,2017-12-31
7327,1772,10,2017-01-01,2017-12-31
1884,2773,10,2017-01-01,2017-12-31
1635,1677,10,2017-01-01,2017-12-31
1447,2550,10,2017-01-01,2017-12-31
4395,5490,10,2017-01-01,2017-12-31
2068,2408,10,2017-01-01,2017-12-31
3180,4483,10,2017-01-01,2017-12-31
3802,92,10,2017-01-01,2017-12-31
6813,5789,10,2017-01-01,2017-12-31
751,701,10,2017-01-01,2017-12-31
1822,1849,10,2017-01-01,2017-12-31
716,760,10,2017-01-01,2017-12-31
5494,5481,10,2017-01-01,2017-12-31
9258,9282,10,2017-01-01,2017-12-31
8257,3223,10,2017-01-01,2017-12-31
2223,2441,10,2017-01-01,2017-12-31
6447,4249,10,2017-01-01,2017-12-31
1464,1666,10,2017-01-01,2017-12-31
2773,1884,10,2017-01-01,2017-12-31
3120,477,10,2017-01-01,2017-12-31
5491,5494,10,2017-01-01,2017-12-31
3590,3418,10,2017-01-01,2017-12-31
12323,13221,10,2017-01-01,2017-12-31
1208,6813,10,2017-01-01,2017-12-31
1041,1378,10,2017-01-01,2017-12-31
760,1095,10,2017-01-01,2017-12-31
760,751,10,2017-01-01,2017-12-31
10716,10767,10,2017-01-01,2017-12-31
6813,4249,10,2017-01-01,2017-12-31
9066,1849,10,2017-01-01,2017-12-31
2857,2776,10,2017-01-01,2017-12-31
1447,4441,10,2017-01-01,2017-12-31
1677,3590,10,2017-01-01,2017-12-31
6813,3418,10,2017-01-01,2017-12-31
10083,10016,10,2017-01-01,2017-12-31
2773,1865,10,2017-01-01,2017-12-31
5440,5481,10,2017-01-01,2017-12-31
6560,4774,10,2017-01-01,2017-12-31
1955,1337,10,2017-01-01,2017-12-31
2926,3503,10,2017-01-01,2017-12-31
8363,4056,10,2017-01-01,2017-12-31
10368,8363,10,2017-01-01,2017-12-31
1884,4607,10,2017-01-01,2017-12-31
5494,5500,10,2017-01-01,2017-12-31
8158,5423,10,2017-01-01,2017-12-31
2441,2223,10,2017-01-01,2017-12-31
4249,6813,10,2017-01-01,2017-12-31
9742,3466,10,2017-01-01,2017-12-31
3169,606,10,2017-01-01,2017-12-31
4249,1677,10,2017-01-01,2017-12-31
2489,1041,10,2017-01-01,2017-12-31
1662,391,10,2017-01-01,2017-12-31
4399,4388,10,2017-01-01,2017-12-31
4609,4656,10,2017-01-01,2017-12-31
5490,4395,10,2017-01-01,2017-12-31
5989,5911,10,2017-01-01,2017-12-31
5440,5500,10,2017-01-01,2017-12-31
92,3802,10,2017-01-01,2017-12-31
1064,7579,10,2017-01-01,2017-12-31
3896,5375,10,2017-01-01,2017-12-31
5481,5500,10,2017-01-01,2017-12-31
8679,2201,10,2017-01-01,2017-12-31
3590,1677,10,2017-01-01,2017-12-31
3847,3865,10,2017-01-01,2017-12-31
1464,1696,10,2017-01-01,2017-12-31
2926,2857,10,2017-01-01,2017-12-31
6418,5596,10,2017-01-01,2017-12-31
9098,9069,10,2017-01-01,2017-12-31
2867,1484,10,2017-01-01,2017-12-31
5440,5443,10,2017-01-01,2017-12-31
1337,2939,10,2017-01-01,2017-12-31
2681,2697,10,2017-01-01,2017-12-31
3544,3576,10,2017-01-01,2017-12-31
4009,4012,10,2017-01-01,2017-12-31
5491,5500,10,2017-01-01,2017-12-31
5500,5443,10,2017-01-01,2017-12-31
391,1662,10,2017-01-01,2017-12-31
2926,6813,10,2017-01-01,2017-12-31
2476,2489,10,2017-01-01,2017-12-31
7579,1064,10,2017-01-01,2017-12-31
5596,6418,10,2017-01-01,2017-12-31
7605,1677,10,2017-01-01,2017-12-31
2960,4850,10,2017-01-01,2017-12-31
739,374,10,2017-01-01,2017-12-31
6813,1208,10,2017-01-01,2017-12-31
1677,6813,10,2017-01-01,2017-12-31
5443,5494,10,2017-01-01,2017-12-31
2201,8596,10,2017-01-01,2017-12-31
2408,2068,10,2017-01-01,2017-12-31
4012,4083,10,2017-01-01,2017-12-31
6813,3503,10,2017-01-01,2017-12-31
10702,10719,10,2017-01-01,2017-12-31
5440,5494,10,2017-01-01,2017-12-31
5798,5744,10,2017-01-01,2017-12-31
763,1095,9,2017-01-01,2017-12-31
5744,5706,9,2017-01-01,2017-12-31
7039,5423,9,2017-01-01,2017-12-31
7209,4820,9,2017-01-01,2017-12-31
746,716,9,2017-01-01,2017-12-31
746,1001,9,2017-01-01,2017-12-31
2969,928,9,2017-01-01,2017-12-31
5426,5414,9,2017-01-01,2017-12-31
4165,9049,9,2017-01-01,2017-12-31
3021,7747,9,2017-01-01,2017-12-31
12323,10067,9,2017-01-01,2017-12-31
4066,4012,9,2017-01-01,2017-12-31
752,727,9,2017-01-01,2017-12-31
2075,2062,9,2017-01-01,2017-12-31
4009,4080,9,2017-01-01,2017-12-31
4171,6208,9,2017-01-01,2017-12-31
3677,11275,9,2017-01-01,2017-12-31
6548,10083,9,2017-01-01,2017-12-31
8089,8007,9,2017-01-01,2017-12-31
8562,8596,9,2017-01-01,2017-12-31
13221,9540,9,2017-01-01,2017-12-31
