275,242,4
232,248,4
424,405,4
429,438,4
568,510,4
512,568,4
848,845,4
843,801,4
935,925,4
1032,1056,4
692,682,4
628,679,4
687,643,4
770,800,4
702,777,4
876,891,4
847,897,4
888,832,4
807,896,4
999,965,4
1146,1173,4
1007,355,4
1252,1274,4
1261,1255,4
1378,1366,4
1303,1393,4
1365,1396,4
331,1300,4
1414,1443,4
382,727,4
1025,778,4
309,749,4
1002,749,4
1045,763,4
727,376,4
772,395,4
362,752,4
1827,1877,4
1836,1805,4
1893,1836,4
1855,1897,4
1987,1979,4
1968,1928,4
1916,1960,4
1969,1993,4
1945,1902,4
1933,1956,4
1975,1976,4
2187,2155,4
2187,2185,4
2174,2133,4
2114,2134,4
2114,2163,4
2169,2111,4
2169,2135,4
2277,2298,4
2249,2263,4
2272,2261,4
2413,2460,4
2410,2464,4
2441,2484,4
2463,2457,4
2464,2404,4
2426,2463,4
2985,2932,4
2924,2996,4
2937,2966,4
2996,2935,4
2934,2908,4
1686,1263,4
492,1245,4
3137,3104,4
3177,3135,4
3162,3117,4
3201,3287,4
3315,3307,4
3396,3312,4
3446,3410,4
3443,3445,4
3411,3405,4
3411,3475,4
3493,3446,4
2655,369,4
2613,1230,4
1561,1066,4
1247,2674,4
2681,1269,4
3567,3537,4
2168,3128,4
772,3483,4
3831,3839,4
3966,3908,4
4068,4082,4
4002,4025,4
4009,4035,4
4016,4045,4
3182,2183,4
2197,221,4
3114,2152,4
218,3151,4
679,3193,4
1126,568,4
1808,2781,4
2586,3123,4
205,2563,4
299,1645,4
684,2521,4
490,2586,4
2522,274,4
274,2560,4
351,204,4
3504,2205,4
184,2886,4
4249,4297,4
4222,4215,4
4230,4282,4
4241,4270,4
3471,3159,4
1255,624,4
456,3039,4
4358,4386,4
1367,2959,4
2906,1323,4
1337,901,4
1269,2570,4
2600,3924,4
4363,4004,4
4427,4497,4
2001,3662,4
3671,2325,4
2437,3681,4
4542,4538,4
4590,4564,4
2518,1622,4
2597,3107,4
3858,4556,4
4621,4691,4
4690,4668,4
1248,1482,4
1406,660,4
2784,467,4
1034,58,4
1611,2879,4
437,1323,4
1813,1351,4
1444,1337,4
4775,4703,4
165,2440,4
2457,3653,4
3634,2446,4
2440,139,4
1427,4700,4
4880,4883,4
4975,4967,4
5054,5084,4
2460,3520,4
3655,2260,4
3620,2985,4
2441,2965,4
3547,2458,4
2932,2222,4
988,1358,4
2928,2335,4
5375,2870,4
2974,2722,4
2400,2942,4
3702,5119,4
3115,574,4
5483,5491,4
5490,5439,4
5435,5478,4
5401,5463,4
5401,5494,4
5478,5412,4
5412,5451,4
5438,5490,4
5419,5478,4
5419,5416,4
3184,4178,4
3412,3206,4
5120,3380,4
3329,5126,4
4040,910,4
5667,5699,4
5463,4052,4
5477,4052,4
5477,4373,4
5468,4012,4
1482,5496,4
4059,5410,4
3716,4319,4
1984,5156,4
3415,2488,4
2109,867,4
5092,4245,4
4219,229,4
4219,5333,4
229,4245,4
4223,5026,4
4245,4522,4
5746,5757,4
5709,5720,4
5706,5779,4
5733,5718,4
5747,5740,4
5817,5881,4
5859,5811,4
4591,3892,4
2575,2482,4
4933,1828,4
3581,4408,4
1502,374,4
1537,670,4
2068,3415,4
2068,2635,4
1528,2565,4
5967,5902,4
5950,5938,4
2111,3250,4
4391,5885,4
5127,4391,4
4315,1019,4
6079,6068,4
