382,376,7
3180,3169,7
3655,3661,7
1247,2563,7
1034,2760,7
2511,2789,7
928,4399,7
5733,5705,7
1572,4430,7
6049,6069,7
6010,5456,7
6854,6825,7
6159,2516,7
3802,5644,7
2926,7866,7
1244,6418,7
7866,7082,7
95,7662,7
7820,3330,7
9331,9395,7
1637,2024,7
7364,2476,7
10409,10449,7
7505,4249,7
5533,7747,7
3112,9777,7
7327,10954,7
10833,6113,7
5748,10024,7
7429,6548,7
2610,1826,7
5212,8057,7
352,383,7
1038,1044,7
760,368,7
736,1041,7
2072,2075,7
2937,2975,7
4025,4066,7
4017,4044,7
4072,4035,7
4364,4353,7
2174,241,7
2699,2600,7
867,3707,7
3509,1347,7
5490,5468,7
5734,5788,7
3576,4942,7
5944,2786,7
3544,6063,7
1484,6093,7
5435,8013,7
8521,8544,7
7662,901,7
7662,3503,7
8353,3735,7
9505,9507,7
10322,2857,7
258,8257,7
2024,9645,7
6113,3021,7
10509,8501,7
1343,5055,7
3851,4318,7
11126,3862,7
10753,482,7
12947,12948,7
13669,13620,7
8211,954,7
716,758,7
368,751,7
751,368,7
1917,1933,7
679,272,7
915,1337,7
5432,5426,7
5589,5525,7
1447,4209,7
2786,5944,7
2492,3173,7
5795,5989,7
8019,8078,7
8519,8557,7
7835,8355,7
1444,6050,7
2294,6897,7
8209,3590,7
8754,8758,7
3292,7645,7
6338,5869,7
8591,8803,7
8961,8441,7
5283,4715,7
10796,10719,7
9171,9653,7
2201,6447,7
12203,12210,7
11376,12088,7
5212,1591,7
446,9366,7
5212,9994,7
731,758,7
940,905,7
1381,1328,7
1321,1342,7
1947,1970,7
2223,2295,7
2469,2500,7
2600,2567,7
1432,901,7
2789,4066,7
2759,4025,7
5370,5333,7
5464,5423,7
2509,4903,7
3385,2560,7
95,3735,7
6776,1982,7
1208,7820,7
5482,3735,7
7844,7711,7
2024,2354,7
8729,8262,7
8729,6560,7
5867,2323,7
5942,9755,7
258,8006,7
7162,3589,7
11296,3029,7
258,2544,7
9777,3243,7
5416,269,7
10394,10083,7
9493,4827,7
11957,7507,7
12195,9956,7
5111,42,7
255,275,7
1013,1031,7
749,712,7
827,806,7
1013,328,7
374,1056,7
751,1053,7
1572,1548,7
2234,2204,7
2268,2281,7
2427,2467,7
2573,2570,7
2972,2912,7
4025,4083,7
975,2906,7
1484,2789,7
4399,2717,7
5458,5412,7
5401,5419,7
5766,5755,7
5907,5982,7
3226,4314,7
3576,5491,7
6027,5420,7
3650,485,7
5731,3024,7
8137,8171,7
6585,3293,7
5482,3503,7
4541,5560,7
529,4142,7
8007,1613,7
4852,4329,7
484,3028,7
4820,382,7
