4584,3851,8
4395,407,8
6064,4316,8
6896,6827,8
1677,7662,8
9441,11917,8
730,768,8
1160,1146,8
2941,4009,8
4011,1696,8
4399,407,8
5720,5761,8
2068,9098,8
10778,10785,8
8679,3021,8
4514,9441,8
11910,11909,8
1138,10017,8
11225,4917,8
2522,2545,8
2993,997,8
3279,7810,8
4034,1849,8
10702,10714,8
10719,10716,8
3432,7076,8
12298,10446,8
368,366,8
1432,2857,8
1337,4025,8
6013,5055,8
3590,3093,8
7039,7662,8
7898,7209,8
4451,1822,8
4170,2201,8
4990,4607,8
1246,3677,8
5954,5720,8
3078,3837,8
392,4034,8
9063,5459,8
374,368,8
791,709,8
719,721,8
1056,1001,8
2105,2106,8
281,3193,8
905,2992,8
4011,4339,8
4700,4614,8
3120,2734,8
1337,2717,8
407,4399,8
5720,5788,8
1884,4990,8
5954,5977,8
2294,4316,8
5332,6507,8
1677,211,8
10616,10644,8
2201,4170,8
183,356,8
719,774,8
407,1337,8
3615,165,8
5434,5422,8
3576,4969,8
2269,419,8
5978,2645,8
8269,8256,8
1208,5482,8
6729,2231,8
10407,10430,8
860,798,8
4059,4080,8
3093,2886,8
1464,4011,8
407,4388,8
5912,2780,8
7194,7114,8
8158,7039,8
9069,7505,8
10394,10373,8
3090,8584,8
763,739,8
733,771,8
739,763,8
1853,1828,8
1692,2560,8
4632,4656,8
2717,2969,8
5423,3093,8
6813,7872,8
5482,7662,8
7810,7505,8
795,749,8
752,759,8
364,746,8
5706,5734,8
5798,5734,8
6027,6004,8
6447,6052,8
8969,8995,8
8158,10325,8
10778,10716,8
2097,1343,8
684,610,8
739,755,8
805,859,8
740,771,8
2222,2221,8
4025,975,8
4903,5009,8
7685,1646,8
10494,10481,8
4170,8679,8
10702,10767,8
10310,5093,8
4707,2185,8
5101,2588,8
755,750,8
1056,382,8
975,1369,8
2279,3509,8
4053,4388,8
4451,392,8
6855,6897,8
5482,1635,8
8519,258,8
5459,11275,8
9441,4514,8
7319,11767,8
3963,3920,8
4042,4080,8
915,2941,8
1484,2959,8
5423,1371,8
5332,1733,8
8270,8350,8
8350,8270,8
7612,5564,8
9363,8078,8
6729,4820,8
8045,8590,8
10899,10833,8
11808,932,8
7661,9994,8
13221,356,8
364,374,8
993,940,8
811,3752,8
4339,4011,8
4080,2789,8
2939,4388,8
1012,2645,8
7605,1646,8
3837,3078,8
9997,4359,8
382,1822,8
211,8363,8
758,795,8
701,771,8
3002,3064,8
950,2993,8
4487,4432,8
4053,4395,8
3735,3330,8
6064,6063,8
1452,2035,8
276,2204,8
191,4820,8
6548,10016,8
10067,13564,8
659,605,8
772,755,8
2182,2131,8
2326,95,8
2939,2906,8
2941,2959,8
4016,4012,8
1377,979,8
4395,2959,8
3503,5789,8
5668,2857,8
2926,10313,8
11276,75,8
2185,4707,8
11290,8961,8
9540,7721,8
771,760,8
733,716,8
772,768,8
4682,4614,8
2959,2511,8
419,2269,8
6070,6012,8
8093,8068,8
8297,7318,8
3963,1747,8
4552,8048,8
191,6729,8
771,772,8
293,299,8
1095,3440,8
4080,4013,8
1498,2728,8
997,2993,8
4009,4395,8
5370,5310,8
4969,2773,8
4226,2262,8
7799,2960,8
9369,9385,8
4249,10373,8
701,755,8
2263,2221,8
1484,2939,8
407,4042,8
2277,4200,8
5769,5788,8
5997,5912,8
5668,4552,8
9684,9664,8
7209,392,8
6733,5634,8
6,72,8
369,333,8
1045,1095,8
1031,1029,8
3967,1063,8
928,2717,8
5734,5798,8
5720,5769,8
4607,4990,8
3021,479,8
751,733,8
772,771,8
2278,2244,8
3123,610,8
2258,3513,8
5456,4395,8
4441,4283,8
5787,5766,8
4607,4942,8
2926,3093,8
816,4092,8
3590,1635,8
9822,10110,8
749,795,8
2106,2105,8
2596,2544,8
4042,4012,8
407,1371,8
4969,6064,8
6069,2773,8
6897,6870,8
6897,6855,8
6447,6813,8
4774,2841,8
7721,12323,8
740,739,8
1043,309,8
2759,975,8
920,662,8
3590,6447,8
628,4827,8
771,763,8
3343,3332,8
3637,3615,8
3940,1598,8
3188,3421,8
1616,2760,8
5761,5720,8
1865,4942,8
4942,1865,8
1994,6720,8
92,9098,8
10714,10716,8
10616,10541,8
9777,8006,8
10446,12298,8
6535,10196,8
139,8025,8
778,731,8
852,831,8
2221,2222,8
4364,4080,8
1982,5096,8
6854,4674,8
7191,5116,8
2973,2482,8
8363,6084,8
3090,8562,8
10716,10778,8
8212,10802,8
362,334,8
733,755,8
385,1043,8
1315,1332,8
3332,3309,8
794,2911,8
4316,6064,8
8190,3590,8
7605,3418,8
9704,9755,8
12323,356,8
395,362,8
1291,1265,8
1635,441,8
3589,2212,8
5414,5456,8
9954,9992,8
9522,8679,8
953,6084,8
6591,9862,8
5101,12323,8
771,701,8
746,755,8
2185,2169,8
2263,2222,8
2717,2783,8
5456,4399,8
1498,4933,8
7605,4249,8
392,7898,8
8584,9522,8
14060,14018,8
771,759,8
739,771,8
772,752,8
5706,5724,8
4674,3544,8
3544,4674,8
4632,2544,8
4285,1651,8
4556,822,8
8256,8269,8
392,7209,8
9704,7506,8
10616,10576,8
374,364,8
752,724,8
2783,2789,8
625,441,8
1432,2776,8
3937,1548,8
2544,8006,8
9395,9385,8
4034,392,8
7898,1849,8
1678,1343,8
11514,11537,8
9421,4737,8
12389,9653,8
1947,13819,8
910,905,8
3172,3154,8
4052,4016,8
4042,4016,8
4016,4042,8
2939,5456,8
4009,5414,8
4942,1884,8
3503,4249,8
10384,10356,8
1343,9752,8
8679,8562,8
5096,10767,8
9721,6743,8
9653,12389,8
363,6519,8
759,771,8
915,975,8
3980,3941,8
1371,4025,8
8120,3021,8
7860,2973,8
4249,2926,8
10439,10407,8
9101,5201,8
780,1033,8
4080,4042,8
625,1635,8
2458,3635,8
4969,1865,8
4827,8368,8
5789,3503,8
6707,4249,8
9395,9369,8
8363,8961,8
5696,7076,8
5771,5720,8
5766,5795,8
6720,1994,8
7082,8209,8
1677,2926,8
9097,9026,8
4449,9619,8
1849,4034,8
191,1715,8
10196,6535,8
4335,7727,8
7721,13221,8
308,309,8
763,752,8
740,759,8
2137,2182,8
2759,2789,8
3679,3698,8
1482,2783,8
4399,2959,8
2734,2993,8
6077,6096,8
6001,6064,8
1208,8190,8
7209,6729,8
8584,3021,8
10716,10702,8
1464,10975,8
10899,10576,8
11917,1464,8
5380,13731,8
795,758,8
650,684,8
1464,1484,8
2295,2236,8
2939,2941,8
3971,3994,8
2511,2959,8
2911,794,8
4957,6067,8
5423,2926,8
8158,1677,8
5332,5869,8
9664,9684,8
9992,9954,8
8158,7243,8
728,736,8
378,758,8
1272,2556,8
5724,5761,8
6063,6017,8
4674,2759,8
5869,6523,8
10334,2857,8
733,763,8
2911,2905,8
5771,5706,8
5724,5798,8
2780,5912,8
5481,6064,8
2294,6064,8
5116,6111,8
7662,7872,8
3356,7810,8
746,739,8
2548,2588,8
4353,4373,8
2993,950,8
3851,4584,8
5769,5798,8
4554,4945,8
9619,9620,8
10767,4070,8
739,760,8
3193,281,8
959,2993,8
4395,2969,8
6827,6896,8
7209,1849,8
191,5522,8
10741,10780,8
7162,10819,8
10819,7162,8
13564,356,8
724,759,8
759,701,8
1608,1365,8
3330,1677,8
4184,7733,8
4249,3503,8
6030,3924,8
7898,392,8
191,7209,8
9441,92,8
10780,10720,8
486,6030,8
333,369,8
2588,2548,8
3937,3963,8
1371,5423,8
5491,2294,8
8190,7618,8
8363,7860,8
7506,9704,8
8679,9522,8
8006,9777,8
10989,4854,8
366,364,8
1314,915,8
7379,5867,8
7605,1208,8
7860,8363,8
4359,9997,8
8961,1677,8
10313,7220,8
10576,10616,8
11450,13731,8
733,772,8
364,1053,8
2288,2260,8
610,3123,8
3941,3980,8
2728,1498,8
1371,2717,8
3735,7605,8
8995,8969,8
1849,7209,8
6113,7747,8
1343,8445,8
356,183,8
1616,1608,8
2988,2972,8
6453,6474,8
1646,7605,8
4249,6707,8
10631,10652,8
10509,9833,8
5459,1164,8
855,10576,8
975,930,8
4009,2941,8
5755,5711,8
5954,5966,8
3356,3153,8
2354,4774,8
9098,92,8
5668,9410,8
10179,9906,8
7007,3298,8
11211,12323,8
13564,9540,8
4641,4632,8
4399,2969,8
6012,6070,8
625,2906,8
1437,1020,8
10373,4249,8
258,8519,8
10778,10702,8
11508,9738,8
3180,275,8
2776,1432,8
935,1250,8
5761,5744,8
1917,92,8
11280,6208,8
1369,1371,8
2886,3093,8
2498,126,8
4395,4053,8
5456,2939,8
1865,4990,8
8068,6447,8
6809,4969,8
1733,5332,8
9330,9353,8
2185,9441,8
8595,9441,8
11853,11808,8
392,364,8
4013,4052,8
2773,4969,8
3590,8190,8
9369,9395,8
10760,10798,8
10937,2378,8
356,10067,8
1482,1484,8
4009,4016,8
4359,4398,8
1464,2941,8
4373,5481,8
5720,5724,8
5720,5771,8
2544,4632,8
